Código IBGE do Município,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome das Grandes Regiões,Automóvel - Tipo de Veículo,Caminhão - Tipo de Veículo,Caminhão trator - Tipo de Veículo,Caminhonete - Tipo de Veículo,Camioneta - Tipo de Veículo,Micro-ônibus - Tipo de Veículo,Motocicleta - Tipo de Veículo,Motoneta - Tipo de Veículo,Ônibus - Tipo de Veículo,Outros - Tipo de Veículo,Total de Veículos,Trator de rodas - Tipo de Veículo,Utilitário - Tipo de Veículo
350760,35,SP,Sudeste,56249,2651,223,6919,2927,355,23293,4182,352,1271,98952,18,512
350770,35,SP,Sudeste,1261,74,20,219,47,4,296,30,80,63,2099,0,5
350775,35,SP,Sudeste,426,167,34,58,15,1,132,18,20,244,1115,0,0
350780,35,SP,Sudeste,6685,553,58,1313,474,30,1447,261,40,332,11220,0,27
350790,35,SP,Sudeste,7006,504,289,1169,451,56,1447,327,164,715,12181,0,53
350800,35,SP,Sudeste,3286,405,64,554,141,33,1348,136,62,220,6269,1,19
350810,35,SP,Sudeste,4069,339,33,638,182,26,1925,706,55,324,8309,0,12
350820,35,SP,Sudeste,1145,105,35,251,58,13,353,38,35,159,2195,0,3
350830,35,SP,Sudeste,1009,131,11,138,54,6,280,23,12,45,1712,0,3
350840,35,SP,Sudeste,12394,959,125,1498,572,122,3875,380,71,333,20374,5,40
350850,35,SP,Sudeste,27746,1060,238,2445,1077,270,7801,874,154,812,42630,20,133
350860,35,SP,Sudeste,7548,360,32,766,337,83,2164,357,27,287,11995,0,34
350870,35,SP,Sudeste,5084,225,4,773,245,42,1064,44,76,61,7640,1,21
350880,35,SP,Sudeste,4596,280,44,572,222,14,1192,160,75,250,7429,0,24
350890,35,SP,Sudeste,986,39,5,114,37,9,261,18,43,27,1541,0,2
350900,35,SP,Sudeste,23038,1179,128,2443,1217,228,4584,543,472,343,34343,22,146
350910,35,SP,Sudeste,713,61,4,97,33,11,289,41,23,82,1356,0,2
350920,35,SP,Sudeste,18087,1541,289,2289,1108,193,3799,393,265,393,28497,12,128
350925,35,SP,Sudeste,4422,515,140,573,244,79,2730,413,84,214,9427,0,13
350930,35,SP,Sudeste,2691,273,42,389,96,9,415,69,89,135,4219,1,10
350940,35,SP,Sudeste,7092,462,77,1168,334,23,1298,448,94,293,11312,2,21
350945,35,SP,Sudeste,1040,69,5,139,39,15,354,20,25,34,1741,0,1
350950,35,SP,Sudeste,541102,20280,4016,53995,28018,3675,102421,12522,5091,12457,788232,229,4426
350960,35,SP,Sudeste,22696,607,95,2053,920,104,6421,729,32,292,34032,7,76
350970,35,SP,Sudeste,15821,592,25,1671,711,160,5632,364,59,253,25475,2,185
350980,35,SP,Sudeste,831,81,6,154,40,4,294,22,27,27,1487,0,1
350990,35,SP,Sudeste,1267,88,3,223,76,9,608,133,13,55,2496,0,21
350995,35,SP,Sudeste,669,85,9,78,42,6,248,10,9,16,1178,1,5
351000,35,SP,Sudeste,8403,831,137,1437,363,47,2633,627,65,622,15201,0,36
351010,35,SP,Sudeste,865,108,7,145,30,8,182,19,8,50,1423,0,1
351015,35,SP,Sudeste,779,47,13,49,25,17,149,14,17,70,1182,0,2
351020,35,SP,Sudeste,9148,884,204,1282,476,102,3936,1394,178,402,18039,1,32
351030,35,SP,Sudeste,4226,444,46,617,249,47,1991,195,32,148,8013,8,10
351040,35,SP,Sudeste,17056,1173,419,2254,656,102,4600,805,192,1082,28426,1,86
351050,35,SP,Sudeste,24994,1630,161,3049,1519,160,12220,1729,122,978,46841,70,209
351060,35,SP,Sudeste,101959,3786,455,7911,4954,784,27409,3065,944,746,152353,47,293
351070,35,SP,Sudeste,3217,159,29,504,117,16,777,157,43,222,5245,1,3
351080,35,SP,Sudeste,8069,556,47,1072,449,64,3438,327,89,235,14386,1,39
351090,35,SP,Sudeste,736,23,1,139,28,4,118,8,12,7,1077,0,1
351100,35,SP,Sudeste,3572,233,20,469,108,35,1354,267,101,262,6432,3,8
351110,35,SP,Sudeste,46470,3048,1017,5710,2249,250,23407,3203,510,4118,90279,47,250
351120,35,SP,Sudeste,1956,98,46,180,54,11,363,55,32,111,2907,0,1
351130,35,SP,Sudeste,2621,219,18,432,112,16,690,68,16,157,4360,3,8
351140,35,SP,Sudeste,5179,331,57,671,193,51,1286,138,124,389,8434,0,15
351150,35,SP,Sudeste,14170,885,207,1884,520,98,4247,732,87,685,23582,1,66
351160,35,SP,Sudeste,4822,372,35,554,204,59,1617,126,50,153,8011,1,18
351170,35,SP,Sudeste,4458,433,56,623,201,32,1050,71,91,473,7500,1,11
351190,35,SP,Sudeste,1862,236,57,220,82,13,649,89,59,408,3679,0,4
351200,35,SP,Sudeste,4776,394,95,634,307,37,2046,357,82,538,9285,0,19
351210,35,SP,Sudeste,1392,120,12,249,77,33,397,74,68,108,2535,0,5
351220,35,SP,Sudeste,6842,741,123,1098,457,52,2439,368,239,307,12682,0,16
351230,35,SP,Sudeste,5008,348,55,692,202,37,1256,108,33,183,7955,11,22
351240,35,SP,Sudeste,7571,668,248,925,346,69,2180,233,32,562,12881,3,44
351250,35,SP,Sudeste,1230,80,18,139,53,4,408,73,19,81,2109,0,4
351260,35,SP,Sudeste,715,51,4,100,17,10,209,10,24,21,1162,0,1
351270,35,SP,Sudeste,1192,148,77,181,58,19,327,19,13,129,2168,0,5
351280,35,SP,Sudeste,19313,862,192,1885,784,261,6575,1141,269,706,32035,5,42
351290,35,SP,Sudeste,2309,178,48,385,74,12,766,116,40,129,4062,0,5
351300,35,SP,Sudeste,73498,3182,237,8068,4628,838,14948,2065,763,924,110152,34,967
351310,35,SP,Sudeste,10183,915,240,1319,565,44,2603,410,181,730,17258,0,68
351320,35,SP,Sudeste,1715,122,12,302,106,7,500,16,26,58,2875,0,11
351330,35,SP,Sudeste,625,69,6,125,17,8,180,9,4,49,1093,0,1
351340,35,SP,Sudeste,20587,689,163,1642,993,129,7146,747,42,706,32958,1,113
351350,35,SP,Sudeste,24246,2927,1500,1890,1498,382,8522,2214,432,3510,47473,263,89
351360,35,SP,Sudeste,4418,258,2,541,222,36,2960,28,33,30,8562,1,33
351370,35,SP,Sudeste,10483,920,202,1496,547,86,3648,577,191,573,18779,3,53
351380,35,SP,Sudeste,107101,4354,814,9006,5522,770,34280,3787,593,1670,168250,37,316
351385,35,SP,Sudeste,366,58,3,56,8,5,189,17,9,12,724,0,1
351390,35,SP,Sudeste,3724,413,11,690,178,22,802,51,37,56,6010,0,26
351400,35,SP,Sudeste,1726,60,14,146,65,11,545,32,76,73,2749,0,1
351410,35,SP,Sudeste,7626,678,149,1137,443,68,1962,461,135,555,13249,3,32
351420,35,SP,Sudeste,765,28,6,92,39,3,176,23,7,56,1195,0,0
351430,35,SP,Sudeste,2677,188,29,388,169,28,514,49,53,142,4248,0,11
351440,35,SP,Sudeste,15361,1013,286,2281,502,53,5943,1394,128,1547,28590,2,80
351450,35,SP,Sudeste,3542,251,27,539,122,28,980,93,65,144,5806,3,12
351460,35,SP,Sudeste,2007,287,14,394,88,8,380,35,55,127,3401,0,6
351470,35,SP,Sudeste,1397,130,13,263,49,1,270,19,17,31,2193,1,2
351480,35,SP,Sudeste,1579,230,7,263,125,15,1043,75,42,58,3447,5,5
351490,35,SP,Sudeste,2944,342,93,451,119,17,1183,102,70,343,5677,1,12
351492,35,SP,Sudeste,764,56,9,93,24,5,223,13,8,33,1228,0,0
351495,35,SP,Sudeste,629,73,10,100,23,5,101,3,26,38,1008,0,0
351500,35,SP,Sudeste,53084,2504,554,5111,2848,644,16978,1646,760,1551,85940,42,218
351510,35,SP,Sudeste,16336,2136,226,2278,1167,208,4272,615,277,332,27966,13,106
351512,35,SP,Sudeste,655,53,2,118,26,4,285,14,17,24,1202,0,4
351515,35,SP,Sudeste,3405,357,55,509,237,42,1638,195,144,167,6770,1,20
351518,35,SP,Sudeste,14333,621,107,1893,732,114,4485,935,82,354,23725,1,68
351519,35,SP,Sudeste,1120,156,33,171,29,21,187,8,36,91,1853,0,1
351520,35,SP,Sudeste,2751,267,48,434,77,7,768,231,22,199,4810,0,6
351530,35,SP,Sudeste,615,22,1,89,26,2,79,8,8,9,859,0,0
351535,35,SP,Sudeste,1641,88,7,219,33,6,870,98,42,47,3051,0,0
351540,35,SP,Sudeste,4342,262,27,597,147,23,1074,107,33,145,6771,4,10
351550,35,SP,Sudeste,24195,1418,325,3443,918,82,10552,3898,179,1840,46966,3,113
351560,35,SP,Sudeste,1716,206,24,391,71,8,334,64,17,90,2924,0,3
351565,35,SP,Sudeste,325,27,8,53,23,4,103,8,8,14,573,0,0
351570,35,SP,Sudeste,35677,1825,123,2922,2263,265,7076,588,307,257,51413,45,65
351580,35,SP,Sudeste,408,18,11,51,6,1,116,2,10,33,656,0,0
351590,35,SP,Sudeste,1046,60,15,181,33,10,263,15,7,65,1696,0,1
351600,35,SP,Sudeste,3221,298,49,366,70,16,470,67,110,299,4972,1,5
351610,35,SP,Sudeste,630,40,6,94,33,6,220,11,8,35,1085,0,2
351620,35,SP,Sudeste,123531,3206,468,14254,4869,368,50161,6153,576,3633,208173,18,936
351630,35,SP,Sudeste,22618,583,28,1407,1009,198,6480,485,192,109,33124,2,13
351640,35,SP,Sudeste,27640,877,38,2246,1168,201,6944,642,169,188,40188,8,67
351650,35,SP,Sudeste,767,53,30,146,29,1,301,37,12,82,1460,0,2
351660,35,SP,Sudeste,1538,141,40,203,96,14,430,49,36,91,2639,0,1
351670,35,SP,Sudeste,13150,726,99,1366,798,67,5239,856,112,567,23044,4,60
351680,35,SP,Sudeste,1038,58,2,133,36,9,364,13,52,60,1766,0,1
351685,35,SP,Sudeste,976,50,5,129,53,9,136,4,22,25,1410,0,1
351690,35,SP,Sudeste,3496,291,91,508,119,17,782,150,96,416,5969,0,3
351700,35,SP,Sudeste,2300,146,19,327,100,5,523,67,62,92,3644,1,2
351710,35,SP,Sudeste,900,112,13,137,27,4,307,56,27,44,1632,0,5
351720,35,SP,Sudeste,2271,102,28,238,93,9,916,174,26,439,4303,0,7
351730,35,SP,Sudeste,1164,125,12,133,72,1,216,9,27,26,1787,0,2
351740,35,SP,Sudeste,10834,1148,421,1951,479,73,3993,1536,186,1502,22176,0,53
351750,35,SP,Sudeste,5036,407,54,805,226,26,1801,283,68,283,9002,0,13
351760,35,SP,Sudeste,1970,311,14,317,108,38,978,50,49,29,3872,0,8
351770,35,SP,Sudeste,4396,204,95,568,208,32,909,288,159,334,7205,0,12
351780,35,SP,Sudeste,2366,308,14,473,79,23,885,135,31,122,4440,0,4
351790,35,SP,Sudeste,2212,182,20,254,98,19,594,108,68,237,3797,0,5
351800,35,SP,Sudeste,483,22,3,74,11,4,175,14,5,21,813,0,1
351810,35,SP,Sudeste,1350,92,12,164,100,5,443,35,41,63,2306,0,1
351820,35,SP,Sudeste,8544,707,219,1095,341,45,3766,1217,136,830,16942,1,41
351830,35,SP,Sudeste,7691,505,144,959,453,85,2239,210,58,402,12844,31,67
351840,35,SP,Sudeste,35188,1119,150,3695,1907,333,12202,834,169,865,56852,8,382
351850,35,SP,Sudeste,2157,260,17,337,71,24,1047,64,57,58,4098,0,6
351860,35,SP,Sudeste,9245,867,156,1037,386,65,2184,351,264,1066,15669,14,34
351870,35,SP,Sudeste,50556,2061,920,4360,3160,396,31982,13405,406,2153,109754,55,300
351880,35,SP,Sudeste,353228,20917,5465,30718,19613,3920,68837,7275,3661,12997,529060,462,1967
351885,35,SP,Sudeste,1443,185,58,196,75,15,325,22,45,94,2463,0,5
351890,35,SP,Sudeste,1088,60,3,130,39,4,202,11,36,51,1624,0,0
351900,35,SP,Sudeste,1840,424,7,448,89,3,556,65,23,36,3494,0,3
351905,35,SP,Sudeste,3679,361,48,796,247,34,1324,207,73,213,7023,1,40
351907,35,SP,Sudeste,50665,1703,256,3978,1804,375,13266,1296,340,705,74460,8,64
351910,35,SP,Sudeste,2691,207,52,413,137,23,739,123,31,292,4714,0,6
351920,35,SP,Sudeste,1553,122,16,201,65,3,365,40,16,66,2449,0,2
351925,35,SP,Sudeste,686,47,2,107,33,13,225,11,38,27,1190,0,1
351930,35,SP,Sudeste,8413,594,127,918,351,120,2196,290,210,514,13761,0,28
351940,35,SP,Sudeste,3108,170,28,412,119,14,725,218,52,182,5036,1,7
351950,35,SP,Sudeste,1352,143,10,250,46,13,520,48,25,171,2581,0,3
351960,35,SP,Sudeste,17207,838,173,2213,901,81,8362,1142,161,998,32134,1,57
351970,35,SP,Sudeste,17523,1913,134,3038,1175,156,6438,570,114,423,31604,5,115
351980,35,SP,Sudeste,2031,182,42,255,106,7,429,71,60,194,3384,1,6
351990,35,SP,Sudeste,1961,157,30,299,86,14,545,38,26,108,3275,0,11
352000,35,SP,Sudeste,6066,334,87,552,231,32,1811,251,85,273,9733,0,11
352010,35,SP,Sudeste,6949,367,134,904,243,48,1287,126,107,581,10774,4,24
352020,35,SP,Sudeste,2562,154,5,345,155,29,863,60,12,104,4320,1,30
352030,35,SP,Sudeste,3980,221,10,525,298,45,1739,359,27,150,7375,1,20
352040,35,SP,Sudeste,5282,321,3,905,376,67,4584,723,54,135,12633,0,183
352042,35,SP,Sudeste,1781,153,10,275,119,17,895,234,68,93,3653,1,7
352044,35,SP,Sudeste,7779,247,18,792,278,36,3506,1277,84,727,14756,2,10
352050,35,SP,Sudeste,85661,2990,339,9959,4274,550,30859,7186,263,2959,145857,52,765
352060,35,SP,Sudeste,1409,117,50,163,57,9,443,32,15,88,2385,0,2
352070,35,SP,Sudeste,1289,56,8,168,30,2,313,40,19,93,2021,0,3
352080,35,SP,Sudeste,1022,56,6,115,29,7,219,20,13,42,1531,0,2
352090,35,SP,Sudeste,2948,187,17,305,129,28,635,147,49,336,4789,0,8
352100,35,SP,Sudeste,4337,226,13,517,171,27,1359,143,28,158,6998,3,16
352110,35,SP,Sudeste,1719,172,30,302,109,30,402,67,32,131,3006,1,11
352115,35,SP,Sudeste,653,25,2,116,28,2,253,15,9,29,1133,0,1
352120,35,SP,Sudeste,378,25,0,70,30,7,162,2,9,7,691,0,1
352130,35,SP,Sudeste,3311,268,56,506,149,21,750,297,81,249,5698,0,10
352140,35,SP,Sudeste,6969,538,391,879,322,51,1946,409,113,742,12384,1,23
352150,35,SP,Sudeste,1789,134,30,235,60,7,368,66,83,87,2865,0,6
352160,35,SP,Sudeste,1620,107,23,237,51,13,355,25,25,100,2556,0,0
352170,35,SP,Sudeste,2984,245,80,422,96,29,1245,107,28,186,5439,1,16
352180,35,SP,Sudeste,5898,487,112,864,238,67,1300,176,149,477,9804,3,33
352190,35,SP,Sudeste,4958,497,76,953,193,14,1413,203,45,303,8664,0,9
352200,35,SP,Sudeste,690,70,7,135,40,3,140,8,19,39,1152,0,1
352210,35,SP,Sudeste,16995,786,100,1769,982,202,7354,1016,106,447,29865,21,87
352215,35,SP,Sudeste,261,27,0,41,9,8,201,6,8,6,567,0,0
352220,35,SP,Sudeste,37434,2728,423,3803,2232,650,10608,949,650,724,60433,17,215
352230,35,SP,Sudeste,39880,2639,290,4876,1792,394,17613,4544,377,1439,74052,28,180
352240,35,SP,Sudeste,23807,1805,667,3064,1055,290,10390,1577,370,1686,44810,7,92
352250,35,SP,Sudeste,44811,1764,430,3644,2350,293,14131,1439,167,588,69741,17,107
352260,35,SP,Sudeste,23113,1643,137,3098,1185,125,12578,1657,209,1220,45110,2,143
352265,35,SP,Sudeste,319,36,0,77,28,15,267,8,12,2,766,0,2
352270,35,SP,Sudeste,15059,1238,192,2211,854,100,4163,630,185,925,25591,0,34
352280,35,SP,Sudeste,2976,217,93,464,102,19,1125,126,70,213,5416,3,8
352290,35,SP,Sudeste,2912,363,30,328,163,37,817,220,65,164,5113,0,14
352300,35,SP,Sudeste,660,29,3,76,13,5,221,19,13,45,1085,0,1
352310,35,SP,Sudeste,55349,3489,613,5089,2925,410,14660,1150,441,715,84989,68,80
352320,35,SP,Sudeste,10241,922,218,1182,360,90,3946,453,263,550,18266,2,39
352330,35,SP,Sudeste,1540,315,48,268,87,26,627,83,22,78,3110,6,10
352340,35,SP,Sudeste,41980,2641,365,5098,2316,241,10367,1395,371,952,66052,24,302
352350,35,SP,Sudeste,3999,206,57,466,186,38,1011,184,99,232,6490,0,12
352360,35,SP,Sudeste,3735,260,72,458,196,37,1045,195,55,324,6389,1,11
352370,35,SP,Sudeste,1301,77,5,181,88,6,318,13,19,19,2030,0,3
352380,35,SP,Sudeste,1618,142,3,231,112,19,740,48,73,27,3015,0,2
352390,35,SP,Sudeste,60863,2934,760,7002,3263,418,19282,2524,591,2652,100869,27,553
352400,35,SP,Sudeste,14399,1031,451,2240,755,109,4160,383,106,698,24444,6,106
352410,35,SP,Sudeste,11977,640,233,1673,455,41,3680,1406,126,946,21247,1,69
352420,35,SP,Sudeste,1271,169,25,245,68,9,631,134,44,61,2664,0,7
352430,35,SP,Sudeste,25383,1847,194,3614,1326,114,9579,2351,246,2277,47073,2,140
352440,35,SP,Sudeste,72285,2626,905,5977,3508,584,17770,1678,360,2043,108149,88,325
352450,35,SP,Sudeste,1668,196,39,299,76,9,615,49,28,107,3101,0,15
352460,35,SP,Sudeste,3000,383,93,428,147,36,1380,206,369,216,6280,1,21
352470,35,SP,Sudeste,17142,1047,134,2136,969,95,6894,1297,188,592,30637,13,130
352480,35,SP,Sudeste,17347,1194,245,2591,725,39,9267,2853,74,1473,35894,4,82
352490,35,SP,Sudeste,1209,121,22,189,64,37,300,15,13,53,2034,4,7
352500,35,SP,Sudeste,28361,1207,113,2647,1463,270,7821,887,163,248,43336,14,142
352510,35,SP,Sudeste,10198,903,155,1372,547,99,2788,622,119,777,17613,0,33
352520,35,SP,Sudeste,7341,608,42,1108,395,50,2697,199,51,202,12744,0,51
352530,35,SP,Sudeste,50482,2418,358,5884,2685,293,17256,5187,429,2302,87593,9,290
352540,35,SP,Sudeste,712,46,5,107,54,4,155,3,13,26,1126,0,1
352550,35,SP,Sudeste,3945,365,8,554,221,23,1734,285,19,75,7255,0,26
352560,35,SP,Sudeste,915,30,7,112,19,9,204,30,18,20,1371,1,6
352570,35,SP,Sudeste,10488,863,262,1786,427,60,5489,1119,106,1244,21892,0,48
352580,35,SP,Sudeste,836,41,1,80,32,7,116,10,29,36,1189,0,1
352585,35,SP,Sudeste,767,95,10,177,39,11,149,13,6,28,1302,1,6
352590,35,SP,Sudeste,179389,8045,1695,19065,9724,842,40255,5484,1148,4795,272065,106,1517
352600,35,SP,Sudeste,5264,431,72,770,166,29,1683,320,184,457,9398,0,22
352610,35,SP,Sudeste,2969,385,48,400,171,29,1162,148,18,100,5443,2,11
352620,35,SP,Sudeste,6754,662,52,851,627,79,1920,101,102,137,11325,5,35
352630,35,SP,Sudeste,1263,130,4,210,76,15,968,16,20,29,2735,0,4
352640,35,SP,Sudeste,7990,639,76,1180,439,49,2144,306,188,321,13397,0,65
352650,35,SP,Sudeste,1088,72,22,195,44,6,414,49,13,72,1976,0,1
352660,35,SP,Sudeste,1293,84,16,127,73,24,462,15,14,46,2160,1,5
352670,35,SP,Sudeste,28412,2467,408,3802,1393,149,12744,3425,501,2057,55508,10,140
352680,35,SP,Sudeste,21549,1358,271,2625,866,178,6588,1264,267,1516,36577,13,82
352690,35,SP,Sudeste,105574,4854,1893,12899,5223,809,32967,5306,614,4399,175333,13,782
352700,35,SP,Sudeste,2223,151,3,331,97,24,760,72,19,51,3740,0,9
352710,35,SP,Sudeste,25625,1457,1441,2339,1147,119,10279,2736,171,2201,47633,11,107
352720,35,SP,Sudeste,22116,867,125,2051,1104,182,8145,1186,35,533,36530,9,177
352725,35,SP,Sudeste,519,26,0,64,12,5,190,12,14,8,851,0,1
352730,35,SP,Sudeste,11930,928,88,1570,718,118,4937,304,54,186,20914,1,80
352740,35,SP,Sudeste,5566,375,112,602,209,29,1772,328,183,459,9650,2,13
352750,35,SP,Sudeste,533,46,1,98,24,8,97,5,12,7,832,0,1
352760,35,SP,Sudeste,2981,282,97,398,134,27,546,57,161,390,5083,0,10
352770,35,SP,Sudeste,944,59,4,138,16,3,347,36,26,21,1597,0,3
352780,35,SP,Sudeste,902,58,5,109,57,4,247,8,32,13,1437,0,2
352790,35,SP,Sudeste,626,42,1,87,34,8,123,4,11,17,953,0,0
352800,35,SP,Sudeste,4731,470,86,558,177,29,1173,209,79,500,8025,0,13
352810,35,SP,Sudeste,2466,139,7,359,97,17,716,95,23,119,4039,0,1
352820,35,SP,Sudeste,886,45,4,166,16,4,303,46,13,45,1528,0,0
352830,35,SP,Sudeste,1122,101,12,158,54,12,187,17,10,57,1733,0,3
352840,35,SP,Sudeste,13617,587,57,1297,548,88,3587,344,106,229,20514,9,45
352850,35,SP,Sudeste,24936,1945,216,3481,1707,298,6713,821,147,469,41088,22,333
352860,35,SP,Sudeste,2938,198,24,422,129,31,672,84,69,134,4709,2,6
352870,35,SP,Sudeste,775,33,0,107,31,4,259,12,16,18,1258,2,1
352880,35,SP,Sudeste,3696,309,105,491,136,65,1493,144,52,396,6894,0,7
352885,35,SP,Sudeste,880,131,16,227,30,12,324,31,9,155,1817,0,2
352890,35,SP,Sudeste,766,39,3,106,22,0,234,35,24,22,1252,0,1
352900,35,SP,Sudeste,76863,3085,542,7738,3802,282,28943,6502,487,2933,131586,8,401
352910,35,SP,Sudeste,483,75,0,88,17,5,158,15,6,56,903,0,0
352920,35,SP,Sudeste,6106,416,58,744,234,43,1647,475,92,295,10126,0,16
352930,35,SP,Sudeste,29826,1573,583,3437,1346,87,11322,2034,310,2306,52978,0,154
352940,35,SP,Sudeste,121881,3613,701,7461,5567,1048,28073,2493,1197,2205,174530,29,262
352950,35,SP,Sudeste,1325,107,23,224,47,4,308,36,26,130,2233,0,3
352960,35,SP,Sudeste,1135,152,43,175,48,12,355,56,18,454,2451,0,3
352965,35,SP,Sudeste,420,12,6,53,13,4,168,5,12,56,749,0,0
352970,35,SP,Sudeste,4977,312,58,690,249,14,1467,481,102,459,8826,1,16
352980,35,SP,Sudeste,3341,243,85,352,154,15,590,75,39,304,5209,0,11
352990,35,SP,Sudeste,2853,617,80,452,185,83,1496,112,34,139,6065,3,11
353000,35,SP,Sudeste,808,37,3,146,24,3,182,19,25,45,1292,0,0
353010,35,SP,Sudeste,7067,537,263,1115,267,43,3162,515,159,943,14086,0,15
353020,35,SP,Sudeste,3410,227,16,521,153,51,1413,117,73,124,6110,2,3
353030,35,SP,Sudeste,18865,1241,215,2368,829,51,7773,1179,67,1174,33832,1,69
353040,35,SP,Sudeste,954,46,3,171,43,11,376,9,11,31,1657,0,2
353050,35,SP,Sudeste,20001,1117,173,2546,745,112,7559,1828,311,794,35303,30,87
353060,35,SP,Sudeste,126756,5965,895,12369,7500,838,23558,3683,1195,3516,187304,160,869
353070,35,SP,Sudeste,48122,2363,1021,5246,2189,394,21577,4519,412,2915,89014,8,248
353080,35,SP,Sudeste,33714,1922,158,4419,1658,206,13974,2339,561,1290,60454,10,203
353090,35,SP,Sudeste,771,86,14,126,27,4,217,15,19,41,1323,2,1
353100,35,SP,Sudeste,604,76,43,138,31,11,209,5,12,349,1478,0,0
353110,35,SP,Sudeste,9189,539,73,1031,598,96,3175,440,59,303,15578,24,51
353120,35,SP,Sudeste,2502,226,16,398,162,37,1287,84,32,75,4841,0,22
353130,35,SP,Sudeste,15741,1438,248,2379,765,72,9718,2520,109,703,33749,2,54
353140,35,SP,Sudeste,7560,596,88,1230,381,48,2331,179,181,631,13266,7,34
353150,35,SP,Sudeste,5850,487,60,1010,277,31,1732,533,139,385,10529,0,25
353160,35,SP,Sudeste,1011,74,10,133,37,6,343,8,12,57,1693,0,2
353170,35,SP,Sudeste,1336,195,74,222,99,42,527,17,20,31,2596,19,14
353180,35,SP,Sudeste,12983,693,142,1347,535,78,3547,368,116,385,20234,2,38
353190,35,SP,Sudeste,6722,665,246,1160,338,42,2345,1105,165,791,13636,0,57
353200,35,SP,Sudeste,4500,361,34,705,292,54,1164,79,30,87,7331,2,23
353205,35,SP,Sudeste,1063,127,23,179,49,6,261,16,31,86,1846,0,5
353210,35,SP,Sudeste,979,92,4,169,31,8,334,36,10,56,1722,0,3
353215,35,SP,Sudeste,494,18,6,88,18,12,79,3,19,30,768,0,1
353220,35,SP,Sudeste,852,88,39,116,26,6,251,21,19,162,1580,0,0
353230,35,SP,Sudeste,1067,83,2,185,73,35,476,7,8,27,1974,1,10
353240,35,SP,Sudeste,4692,632,93,700,287,22,2024,127,23,206,8840,3,31
353250,35,SP,Sudeste,2801,183,14,386,111,13,720,82,32,119,4465,0,4
353260,35,SP,Sudeste,3458,190,29,608,146,16,859,157,41,235,5758,1,18
353270,35,SP,Sudeste,1205,116,41,216,41,10,413,26,26,110,2204,0,0
353280,35,SP,Sudeste,1707,127,6,260,53,15,393,27,20,96,2704,0,0
353282,35,SP,Sudeste,742,69,3,84,53,15,416,10,17,11,1420,0,0
353284,35,SP,Sudeste,522,30,1,57,8,5,116,4,6,28,777,0,0
353286,35,SP,Sudeste,312,17,1,70,6,3,72,1,8,10,500,0,0
353290,35,SP,Sudeste,2478,172,50,375,124,11,396,28,121,247,4010,0,8
353300,35,SP,Sudeste,5532,321,106,732,206,43,2278,419,96,442,10189,2,12
353310,35,SP,Sudeste,578,37,0,71,13,5,167,4,14,46,935,0,0
353320,35,SP,Sudeste,721,40,11,91,13,11,161,18,11,91,1168,0,0
353325,35,SP,Sudeste,944,94,24,103,35,8,312,12,31,108,1671,0,0
353330,35,SP,Sudeste,874,34,0,79,20,2,215,18,24,23,1290,0,1
353340,35,SP,Sudeste,20843,847,116,2512,971,118,6489,1301,120,505,33932,3,107
353350,35,SP,Sudeste,11764,1045,154,1606,513,29,4994,650,238,1254,22298,8,43
353360,35,SP,Sudeste,1960,202,26,396,87,19,264,50,54,89,3153,0,6
353370,35,SP,Sudeste,1028,107,1,156,65,7,298,7,16,18,1706,0,3
353380,35,SP,Sudeste,696,24,4,93,24,11,122,16,7,16,1014,0,1
353390,35,SP,Sudeste,16937,959,130,2291,792,116,6134,1179,205,1144,29986,0,99
353400,35,SP,Sudeste,939,90,14,101,26,5,209,8,22,140,1555,0,1
353410,35,SP,Sudeste,1491,77,11,239,63,8,355,40,18,49,2357,1,5
353420,35,SP,Sudeste,1507,215,98,218,54,11,302,50,101,474,3030,0,0
353430,35,SP,Sudeste,14177,927,254,2082,754,55,5528,2600,276,1129,27901,13,106
353440,35,SP,Sudeste,240251,10247,1758,21549,13484,2037,52210,7600,2530,3734,356659,142,1117
353450,35,SP,Sudeste,628,58,10,154,29,5,141,3,4,24,1057,0,1
353460,35,SP,Sudeste,10162,561,576,1225,372,31,3680,651,99,1626,19034,1,50
353470,35,SP,Sudeste,31107,2163,544,3861,1607,144,14038,3935,598,2121,60297,13,166
353475,35,SP,Sudeste,2372,147,24,368,72,10,666,175,36,217,4092,1,4
353480,35,SP,Sudeste,1585,124,17,192,38,4,550,49,60,101,2726,2,4
353490,35,SP,Sudeste,3487,178,103,429,93,21,668,64,41,318,5405,0,3
353500,35,SP,Sudeste,3149,156,55,450,124,18,547,52,45,283,4881,0,2
353510,35,SP,Sudeste,1901,79,60,187,55,10,539,25,104,186,3149,0,3
353520,35,SP,Sudeste,3215,241,32,470,91,8,809,190,33,343,5436,1,3
353530,35,SP,Sudeste,6237,603,199,1104,292,40,1833,460,54,730,11580,1,27
353540,35,SP,Sudeste,3394,331,120,540,103,14,1784,451,18,490,7263,3,15
353550,35,SP,Sudeste,12322,794,258,1322,407,157,4646,1296,93,1312,22637,1,29
353560,35,SP,Sudeste,4435,233,13,605,253,75,1552,56,55,117,7418,0,24
353570,35,SP,Sudeste,1888,184,35,355,49,13,321,34,60,275,3218,0,4
353580,35,SP,Sudeste,4069,550,68,768,178,29,1028,138,70,262,7193,3,30
